iter	Accuracy	MultiClass
176	0.2339676273	3.05849196
177	0.2348993289	3.055333315
178	0.2352783261	3.053364858
179	0.2358941966	3.052223524
180	0.2362731938	3.051390114
181	0.2367153573	3.049739434
182	0.2375523095	3.048987071
183	0.2375523095	3.047302664
184	0.2378207659	3.045890753
185	0.2383260955	3.043593288
186	0.2392420055	3.040170396
187	0.2395578366	3.038266188
188	0.240142124	3.035998751
189	0.2404105803	3.034145227
190	0.2406632452	3.032408556
191	0.2421634426	3.029986125
192	0.2422108172	3.028416982
193	0.2431898934	3.026213763
194	0.2433636005	3.025308036
195	0.24366364	3.024099454
196	0.2440110541	3.021855102
197	0.2439636794	3.021444905
198	0.2447848401	3.019827361
199	0.2449111725	3.018056984
200	0.2448480063	3.01743779
201	0.2453059613	3.016923408
202	0.2461429135	3.015244407
203	0.2459218318	3.014717021
204	0.2462376629	3.013570797
205	0.2471535728	3.011497754
206	0.2473114884	3.009445692
207	0.2481642321	3.008050164
208	0.2481800237	3.008037466
209	0.2483063561	3.007259127
210	0.2488590604	3.005793936
211	0.2490959337	3.004649863
212	0.2494275563	3.003305575
213	0.2493170154	3.002014808
214	0.2498539281	2.999621
215	0.2504382156	2.998010843
216	0.2509277537	2.996554906
217	0.2511488354	2.995443739
218	0.251480458	2.994227232
219	0.2518278721	2.99321993
220	0.2518910383	2.992382867
221	0.2521752862	2.990968355
222	0.2523805764	2.989602632
223	0.2525858666	2.988850874
224	0.2532491117	2.986848452
225	0.2531859455	2.98619382
226	0.2533754441	2.984682168
227	0.2535649428	2.983734822
228	0.2534070272	2.983236261
229	0.2541334386	2.981775625
230	0.2541018555	2.980900339
231	0.2548440584	2.979405919
232	0.2548914331	2.978246396
233	0.2552072641	2.977561414
234	0.25577576	2.976238068
235	0.2559020924	2.975077658
236	0.2566442953	2.973951924
237	0.2570548756	2.97224377
238	0.2571969996	2.970981903
239	0.2575602053	2.970257649
240	0.2580339518	2.969582968
241	0.2583024082	2.968339988
242	0.2584919068	2.966939427
243	0.2591709435	2.964881514
244	0.2594393999	2.964452401
245	0.2593604422	2.963748907
246	0.2594078168	2.963170459
247	0.2598499803	2.961824074
248	0.2602763522	2.959893396
249	0.2608922227	2.958486318
250	0.2606711409	2.958033046
251	0.2615712594	2.956454702
252	0.2620450059	2.955325005
253	0.2622818792	2.954973859
254	0.2623292538	2.954235608
255	0.262534544	2.953518801
256	0.2629135413	2.952732406
257	0.2628187919	2.952235727
258	0.2630714568	2.951769979
259	0.2633399131	2.951058836
260	0.2637820766	2.948996317
261	0.2641136992	2.947706613
262	0.2644295302	2.946206018
263	0.264824319	2.945221104
264	0.2652664824	2.943919754
265	0.2654401895	2.942858982
266	0.2655033557	2.942161016
267	0.2655823135	2.941723422
268	0.2658665614	2.941217102
269	0.2664034741	2.940125419
270	0.2665929728	2.939326035
271	0.2665929728	2.939166475
272	0.2666245559	2.938972383
273	0.2672246348	2.937189659
274	0.2674772996	2.936859214
275	0.2676510067	2.935994871
276	0.2679194631	2.935219935
277	0.2678562969	2.934717703
278	0.2682984603	2.933293456
279	0.2687722069	2.932033154
280	0.2687090407	2.931438651
281	0.2689617055	2.93022298
282	0.2693249112	2.929466406
283	0.2695459929	2.928726916
284	0.2699091986	2.927324595
285	0.2701460719	2.926190828
286	0.2704145282	2.925370898
287	0.2707777339	2.924465733
288	0.2707777339	2.924344823
289	0.2706514015	2.924145901
290	0.2710935649	2.922657312
291	0.2712041058	2.922463344
292	0.2716146861	2.922088848
293	0.2714567706	2.921921982
294	0.2719147256	2.920454115
295	0.2718357679	2.919688301
296	0.272183182	2.919090632
297	0.2719621003	2.918485787
298	0.2721989735	2.917837805
299	0.2724832215	2.917477137
300	0.2722937229	2.917369401
301	0.2721673904	2.91705564
302	0.2724042637	2.916449481
303	0.272641137	2.914831364
304	0.272641137	2.91415506
305	0.2728306356	2.914040772
306	0.2729095934	2.913746298
307	0.2731780497	2.913241278
308	0.273099092	2.913106158
309	0.2729727596	2.912996807
310	0.2730201342	2.912346175
311	0.2733833399	2.911654078
312	0.2739992104	2.910570445
313	0.2746624556	2.909324216
314	0.2749782866	2.907946634
315	0.2749467035	2.907533683
316	0.275246743	2.905873852
317	0.2757204895	2.904170372
318	0.2760363206	2.903223282
319	0.2765574418	2.901897444
320	0.276478484	2.901099205
321	0.276478484	2.9008228
322	0.2765100671	2.900178087
323	0.2771259376	2.899520957
324	0.2772206869	2.89924874
325	0.2771101461	2.898539713
326	0.2775681011	2.897347251
327	0.2777733912	2.896653415
328	0.2783260955	2.896004644
329	0.2782471378	2.895295048
330	0.278310304	2.895031804
331	0.2784050533	2.894787387
332	0.2784998026	2.894527426
333	0.2787524674	2.893123388
334	0.2796683774	2.891346603
335	0.2797789183	2.890506338
336	0.2799842084	2.889858419
337	0.2801105409	2.889473952
338	0.2801894986	2.887983433
339	0.2805684959	2.887128648
340	0.2808685353	2.886245553
341	0.2811054086	2.885771112
342	0.2811369917	2.885679308
343	0.2810106593	2.885424989
344	0.2810422424	2.884905405
345	0.2811212002	2.8843054
346	0.2813106988	2.883358473
347	0.2813896565	2.882316263
348	0.281689696	2.881691154
349	0.281689696	2.880585104
350	0.2818634031	2.880278913
351	0.2817528622	2.880130232
352	0.2818476115	2.878888729
353	0.2817212791	2.878644276
354	0.2822581919	2.877940545
355	0.2823213581	2.877238902
356	0.2824476905	2.876980901
357	0.2837899724	2.875270596
358	0.2836952231	2.874772696
359	0.2836794315	2.873722767
360	0.2840426372	2.872991066
361	0.2840900118	2.872907038
362	0.2846269246	2.871349361
363	0.2848637979	2.870369601
364	0.2851322542	2.868969463
365	0.2850532965	2.868052204
366	0.285527043	2.867492887
367	0.2856375839	2.866901685
368	0.2862060797	2.866208904
369	0.2864903277	2.865395291
370	0.2867429925	2.864859877
371	0.2869166996	2.863942786
372	0.2871535728	2.86266397
373	0.2875167785	2.86198474
374	0.2875799447	2.861550012
375	0.2880063166	2.86018042
376	0.2880378997	2.85991741
377	0.288132649	2.858997297
378	0.2884326885	2.858471087
379	0.2886537702	2.85801421
380	0.2888590604	2.857544807
381	0.2889380182	2.85692735
382	0.2893012238	2.855895689
383	0.2893012238	2.855881119
384	0.2893801816	2.855620812
385	0.2894117647	2.855286701
386	0.2893959732	2.855277523
387	0.2899486775	2.854049102
388	0.2899486775	2.853131431
389	0.2901697592	2.852608421
390	0.2905329649	2.851934616
391	0.2912593762	2.849431326
392	0.2914646664	2.848780304
393	0.2913225424	2.848198646
394	0.2913699171	2.847521115
395	0.2916857481	2.847390086
396	0.2915594157	2.847225111
397	0.2917489143	2.846989946
398	0.2919384129	2.846693296
399	0.2917804974	2.84578698
400	0.2918436636	2.845584412
401	0.2925069088	2.844305662
402	0.2925858666	2.843806537
403	0.2926964074	2.843581864
404	0.2927595736	2.843421234
405	0.2928069483	2.84317116
406	0.2930438216	2.842817352
407	0.2931543624	2.841734613
408	0.2932175286	2.841461856
409	0.2934544019	2.841230414
410	0.2939123569	2.840501346
411	0.2939597315	2.839957984
412	0.2940228977	2.839772053
413	0.2946071852	2.838134477
414	0.2945598105	2.837720299
415	0.2948124753	2.837354997
416	0.2949388077	2.836343313
417	0.29485985	2.835831264
418	0.2948914331	2.835709516
419	0.2948914331	2.834987836
420	0.2952230557	2.833937716
421	0.2954125543	2.833518166
422	0.2957441769	2.832366823
423	0.2957599684	2.832070259
424	0.2960757994	2.830851472
425	0.2964232136	2.830496289
426	0.2964232136	2.829857121
427	0.2966285038	2.829629052
428	0.2964547967	2.829259625
429	0.29669167	2.828340326
430	0.2970706672	2.826874764
431	0.2972601658	2.826571251
432	0.2980181603	2.825136888
433	0.2983181998	2.824143016
434	0.2982550336	2.823176226
435	0.2986498223	2.822395266
436	0.2990288196	2.821756661
437	0.2988709041	2.821216328
438	0.2990919858	2.820680383
439	0.2992183182	2.819882714
440	0.2995025661	2.818836048
441	0.2994551915	2.818734428
442	0.299613107	2.818172807
443	0.2996762732	2.817550873
444	0.2996920647	2.817344651
445	0.2999131465	2.81679746
446	0.2997394394	2.816549848
447	0.3003395184	2.815784254
448	0.3004184761	2.815643876
449	0.3004342677	2.815543336
450	0.3003553099	2.814988604
451	0.3002921437	2.814888101
452	0.300529017	2.813733487
453	0.3006711409	2.813571696
454	0.3006395578	2.813060492
455	0.3005921832	2.812974343
456	0.3007658902	2.812391537
457	0.3007658902	2.811501583
458	0.3013659692	2.810501973
459	0.3016660087	2.809592252
460	0.3015554678	2.809090971
461	0.3018397158	2.807897984
462	0.3022345045	2.807379639
463	0.3024240032	2.806296117
464	0.3026292933	2.806077133
465	0.3028030004	2.805898478
466	0.302850375	2.805893252
467	0.302850375	2.805766014
468	0.3030872483	2.805268179
469	0.3032293723	2.804687462
470	0.3034346625	2.803832205
471	0.3034820371	2.803674014
472	0.3037504935	2.802982973
473	0.303592578	2.802455783
474	0.3036399526	2.802199808
475	0.3041610738	2.801489676
476	0.304366364	2.800853717
477	0.3042874062	2.800669321
478	0.304366364	2.80034915
479	0.3044611133	2.800127611
480	0.3046979866	2.799900038
481	0.3052980655	2.798399032
482	0.3050927754	2.798249773
483	0.3056138966	2.797315267
484	0.3055507304	2.79647907
485	0.3058507698	2.795796271
486	0.3059771023	2.795002212
487	0.3059455191	2.794532096
488	0.3062139755	2.793619872
489	0.3063403079	2.793371403
490	0.3065455981	2.792335257
491	0.306514015	2.792137191
492	0.3064508488	2.791890128
493	0.3068614291	2.791479274
494	0.3068456376	2.791378269
495	0.3067824714	2.791151431
496	0.3069403869	2.790810704
497	0.3070983024	2.790708435
498	0.3071298855	2.790609093
499	0.3070351362	2.790556474
500	0.3071298855	2.789689965
501	0.307287801	2.789184561
502	0.3072562179	2.788423224
503	0.3076825898	2.787494577
504	0.3080142124	2.787051531
505	0.3080931702	2.78682247
506	0.3082195026	2.786446231
507	0.3085669167	2.785501305
508	0.3093091196	2.783943451
509	0.3100039479	2.782993754
510	0.3102092381	2.782533201
511	0.3103355705	2.782345717
512	0.3104145282	2.781711737
513	0.3105092775	2.779717395
514	0.3106671931	2.779176118
515	0.3109040663	2.778354321
516	0.3112988551	2.778062598
517	0.3115515199	2.777103606
518	0.3115515199	2.776462583
519	0.3118831425	2.776031497
520	0.3118357679	2.775869567
521	0.3123568891	2.775339296
522	0.3127200947	2.774784302
523	0.3126095539	2.774234409
524	0.3126095539	2.773972938
525	0.3128938018	2.773119643
526	0.3128622187	2.772636454
527	0.3130201342	2.772083109
528	0.3130517173	2.772073065
529	0.3131938413	2.771556962
530	0.3134780892	2.771054526
531	0.3134780892	2.771042907
532	0.3137149625	2.770481219
533	0.3138255034	2.769839681
534	0.3138570865	2.769198449
535	0.3138255034	2.768342934
536	0.3144255823	2.767734977
537	0.3147098302	2.76697481
538	0.3150888275	2.766379553
539	0.3149940782	2.765327363
540	0.3149467035	2.765270034
541	0.3155783656	2.764772165
542	0.3157678642	2.76458673
543	0.3162100276	2.763861229
544	0.3163995263	2.763686177
545	0.3164469009	2.762466322
546	0.3164153178	2.762343189
547	0.3169838137	2.76151618
548	0.3167785235	2.76109045
549	0.3166679826	2.760430403
550	0.3172206869	2.759466378
551	0.3174733518	2.759262569
552	0.3176944335	2.75891784
553	0.3175681011	2.758778192
554	0.3174259771	2.758271928
555	0.3175838926	2.757944187
556	0.3182313462	2.756276689
557	0.3184682195	2.75558889
558	0.3184682195	2.755493227
559	0.3186419266	2.755347119
560	0.3188787998	2.754566311
561	0.3189261745	2.754243208
562	0.3187998421	2.753122008
563	0.3194788788	2.752632886
564	0.3190367154	2.752247093
565	0.3190209238	2.752168872
566	0.3194630872	2.751156754
567	0.3197315436	2.75088809
568	0.3198105014	2.750717987
569	0.3203316226	2.750058973
570	0.3202684564	2.7496732
571	0.3203474141	2.749162031
572	0.3202684564	2.748596342
573	0.3203316226	2.748138562
574	0.3204421634	2.748083696
575	0.3203789972	2.747532748
576	0.3207106198	2.746806435
577	0.3207264114	2.746794518
578	0.3209790762	2.745915573
579	0.3212001579	2.745395429
580	0.3213896565	2.744490494
581	0.3215001974	2.744234248
582	0.3215791552	2.744079711
583	0.3217370707	2.74364841
584	0.321689696	2.743452497
585	0.3216265298	2.742961623
586	0.3218634031	2.742580246
587	0.3218002369	2.742500013
588	0.3220213186	2.741823368
589	0.3220213186	2.741633604
590	0.3221950257	2.741232579
591	0.3223213581	2.740704572
592	0.3223371496	2.740507507
593	0.3223213581	2.73997477
594	0.3225582313	2.739461405
595	0.3227319384	2.739243853
596	0.3228898539	2.738785946
597	0.3229056455	2.738420453
598	0.3228582708	2.7383449
599	0.3231109356	2.738169206
600	0.3233004343	2.737474703
601	0.3235688906	2.73705297
602	0.3237110146	2.736616381
603	0.3239478879	2.736118323
604	0.3240110541	2.735703963
605	0.3239005132	2.735140178
606	0.323979471	2.734700564
607	0.3241689696	2.734073779
608	0.324295302	2.733846143
609	0.3244848006	2.733411743
610	0.3246585077	2.732967411
611	0.3247848401	2.732872756
612	0.3254322937	2.73186674
613	0.3256849585	2.731128218
614	0.3258744572	2.730873841
615	0.325811291	2.730810341
616	0.3262060797	2.729895041
617	0.3260797473	2.729717738
618	0.3263166206	2.7292144
619	0.3268061587	2.728449561
620	0.3267587841	2.727969489
621	0.3269324911	2.727417953
622	0.3271219897	2.726940321
623	0.3273746546	2.726283841
624	0.3273430715	2.726274839
625	0.3275325701	2.725746048
626	0.3275799447	2.725231066
627	0.3276115278	2.725175567
628	0.327500987	2.725086707
629	0.3277220687	2.724610324
630	0.3278010265	2.724448617
631	0.3277378602	2.724375275
632	0.3278641927	2.723706716
633	0.3278957758	2.723640405
634	0.3284800632	2.722551282
635	0.3287169364	2.721970631
636	0.3288432689	2.721567186
637	0.3288274773	2.721154252
638	0.3286379787	2.720826305
639	0.3288432689	2.720728342
640	0.3288432689	2.720323135
641	0.3288590604	2.720313783
642	0.3289064351	2.719611301
643	0.3290169759	2.719113415
644	0.3295696802	2.71849531
645	0.3296328464	2.717999278
646	0.3298381366	2.717098235
647	0.3299960521	2.716529384
648	0.3302013423	2.715935243
649	0.3301539676	2.715518599
650	0.3299960521	2.714850764
651	0.3299960521	2.714511865
652	0.3301855507	2.713664688
653	0.3303276747	2.713332799
654	0.330422424	2.713278174
655	0.3303908409	2.713186189
656	0.3303908409	2.713113455
657	0.3303908409	2.713065074
658	0.3306435057	2.712309082
659	0.3306119226	2.712302783
660	0.3305961311	2.712096053
661	0.330880379	2.711378443
662	0.3311646269	2.710651923
663	0.3312751678	2.71034955
664	0.3315436242	2.709808238
665	0.3314646664	2.709617958
666	0.3315120411	2.709268497
667	0.3314962495	2.7091549
668	0.3314488749	2.708929805
669	0.3318120805	2.708432458
670	0.3319699961	2.708308744
671	0.3319699961	2.707666449
672	0.3320015792	2.707015132
673	0.3324753257	2.706215993
674	0.3324911173	2.705997663
675	0.3326806159	2.705559866
676	0.3331069878	2.704508294
677	0.3330438216	2.703919756
678	0.3331543624	2.703657661
679	0.3334386103	2.702941794
680	0.3338333991	2.702426602
681	0.33394394	2.701989521
682	0.3341334386	2.701459807
683	0.334401895	2.700549494
684	0.3342281879	2.700033983
685	0.3346071852	2.699704406
686	0.3345756021	2.69962358
687	0.3346861429	2.699207366
688	0.3348756415	2.698702134
689	0.3352862219	2.697553121
690	0.3355073036	2.697261763
691	0.3357915515	2.696466128
692	0.3358389262	2.695962085
693	0.3360442163	2.695928037
694	0.3361547572	2.69544819
695	0.3363442558	2.694992078
696	0.3363758389	2.694983329
697	0.336407422	2.694912952
698	0.3364390051	2.694901685
699	0.3367232531	2.694520241
700	0.336865377	2.694075266
701	0.3369127517	2.693841456
702	0.336865377	2.693804136
703	0.3367864193	2.69374751
704	0.3369601263	2.69356786
705	0.3368337939	2.693335433
706	0.3368969601	2.693259355
707	0.3373707067	2.692180745
708	0.3372601658	2.691591788
709	0.337465456	2.691369634
710	0.337465456	2.690842754
711	0.3373391236	2.690622893
712	0.337781287	2.690134975
713	0.3380339518	2.688964794
714	0.3383024082	2.688519362
715	0.3382550336	2.687909123
716	0.3383181998	2.687720395
717	0.3384129491	2.687529631
718	0.3386656139	2.686864545
719	0.3389024872	2.685785147
720	0.3394078168	2.684852562
721	0.3394236084	2.68483474
722	0.3395973154	2.684483386
723	0.3396446901	2.684300528
724	0.3395973154	2.683958271
725	0.3399605211	2.683106571
726	0.340386893	2.682005541
727	0.3408922227	2.681362998
728	0.3412554283	2.680430957
729	0.341160679	2.680326308
730	0.3412238452	2.68014755
731	0.3411764706	2.67997222
732	0.3413975523	2.679566339
733	0.3414923016	2.678707381
734	0.341618634	2.67843171
735	0.3418239242	2.677722909
736	0.342360837	2.676559009
737	0.3426924595	2.675687452
738	0.3427872088	2.675519126
739	0.343134623	2.674768712
740	0.3431977892	2.674195392
741	0.3432925385	2.67389768
742	0.3432609554	2.673187841
743	0.3433872878	2.672724177
744	0.3435136202	2.67247108
745	0.3435767864	2.672198306
746	0.3435609949	2.671512122
747	0.3437504935	2.670604385
748	0.3441294907	2.67043677
749	0.3442874062	2.669799761
750	0.3444295302	2.669031008
751	0.3445242795	2.668950435
752	0.3446506119	2.668637356
753	0.3445716542	2.667966495
754	0.3446032373	2.667825742
755	0.3451875247	2.667400109
756	0.3453770233	2.667171428
757	0.3453138571	2.666646656
758	0.3456770628	2.665547517
759	0.3458981445	2.664928293
760	0.3458823529	2.664873274
761	0.3464350572	2.663747658
762	0.3468140545	2.662718924
763	0.3469877615	2.662530225
764	0.3468930122	2.662119421
765	0.3470667193	2.661921405
766	0.347429925	2.661535251
767	0.3474141334	2.661427408
768	0.3473193841	2.661252907
769	0.3478247138	2.659979069
770	0.3477299645	2.65965039
771	0.3480142124	2.65947443
772	0.3480457955	2.659467354
773	0.3483300434	2.658744081
774	0.348203711	2.658481381
775	0.3482510857	2.657863558
776	0.3484090012	2.657166987
777	0.348661666	2.656862263
778	0.348661666	2.655568117
779	0.3487879984	2.65552145
780	0.3490880379	2.654859701
781	0.3494828267	2.653792481
782	0.3495617844	2.653020489
783	0.3496565338	2.652774212
784	0.3496091591	2.652716248
785	0.3504145282	2.6519022
786	0.3506829846	2.650937127
787	0.3507461508	2.650666404
788	0.3508251086	2.650465365
789	0.3513304382	2.649540114
790	0.3513778129	2.649025174
791	0.3513936044	2.648889658
792	0.3514251875	2.648844146
793	0.351409396	2.648073232
794	0.3513620213	2.647906194
795	0.3519463087	2.646974179
796	0.3520568496	2.646395707
797	0.351867351	2.645986211
798	0.3519147256	2.645674886
799	0.3518199763	2.645536409
800	0.3520094749	2.645158688
801	0.3518989341	2.644891403
802	0.3518831425	2.644853932
803	0.3521358073	2.644156071
804	0.3523568891	2.643878144
805	0.3529885511	2.64306441
806	0.3531622582	2.642859965
807	0.3531464666	2.642596978
808	0.3533043822	2.641891726
809	0.3535886301	2.640968892
810	0.3538570865	2.640775372
811	0.3539518358	2.640578036
812	0.353872878	2.640324377
813	0.3545361232	2.639715957
814	0.3545519147	2.639713053
815	0.3546308725	2.639451961
816	0.3545361232	2.638900474
817	0.3546308725	2.638367884
818	0.3549467035	2.637626419
819	0.354930912	2.637096158
820	0.355104619	2.637013467
821	0.355104619	2.636915648
822	0.3551204106	2.636904295
823	0.3551519937	2.636167691
824	0.3556573233	2.635291421
825	0.3563679432	2.634233589
826	0.3566048164	2.633638531
827	0.3567153573	2.633304143
828	0.3568101066	2.632607449
829	0.3571259376	2.631874787
830	0.3573312278	2.631516985
831	0.3575207264	2.63126966
832	0.3575523095	2.630769106
833	0.3575996842	2.63058107
834	0.357852349	2.62959803
835	0.3577733912	2.629416933
836	0.35816818	2.628945022
837	0.3579155152	2.628520494
838	0.3578997236	2.628361649
839	0.3582313462	2.627644947
840	0.3582471378	2.627566475
841	0.3583734702	2.627379835
842	0.3584366364	2.627176286
843	0.3587050928	2.626617127
844	0.3587840505	2.626574347
845	0.3588787998	2.626502751
846	0.3588787998	2.626395654
847	0.3590367154	2.625562505
848	0.3593683379	2.624722086
849	0.3593683379	2.624662309
850	0.3597473352	2.623963292
851	0.359857876	2.623509744
852	0.359684169	2.623465598
853	0.3599842084	2.622669183
854	0.3602052902	2.62224117
855	0.360600079	2.620856177
856	0.3608527438	2.620283487
857	0.3610896171	2.618832493
858	0.3611212002	2.61850822
859	0.3610738255	2.618072302
860	0.3611369917	2.61787117
861	0.3611369917	2.617865332
862	0.3610896171	2.617678817
863	0.3611054086	2.617513526
864	0.3612475326	2.617125729
865	0.3617054876	2.616070715
866	0.3618949862	2.615315469
867	0.3618949862	2.615113483
868	0.3621318595	2.614788945
869	0.3624950651	2.614148137
870	0.3625266482	2.614085592
871	0.3626529807	2.613564163
872	0.3627003553	2.613510063
873	0.3626371891	2.613342793
874	0.3626371891	2.613195435
875	0.3626687722	2.612854479
876	0.3626845638	2.612787693
877	0.3627319384	2.612721427
878	0.3626371891	2.612672774
879	0.3625898144	2.612605012
880	0.3630161863	2.611656058
881	0.3631425188	2.611096247
882	0.3633162258	2.610748994
883	0.3636794315	2.610133168
884	0.3636162653	2.609791114
885	0.3638215555	2.609393201
886	0.3639952625	2.609198474
887	0.3639478879	2.609038234
888	0.3643426767	2.608483067
889	0.3645005922	2.607692567
890	0.364611133	2.606872585
891	0.3647216739	2.606538718
892	0.3651006711	2.605775423
893	0.3651480458	2.605734672
894	0.3651480458	2.605553189
895	0.3654954599	2.605072777
896	0.3654322937	2.604615312
897	0.3660639558	2.60347923
898	0.3659692065	2.603290562
899	0.3659060403	2.603255272
900	0.3662218713	2.602798055
901	0.3664271615	2.602152387
902	0.3663955784	2.602140709
903	0.3663797868	2.60210422
904	0.3664271615	2.601787589
905	0.3668061587	2.601604543
906	0.3669166996	2.601548381
907	0.3669956573	2.60150316
908	0.3670114489	2.601136104
909	0.367043032	2.600928153
910	0.366900908	2.600640161
911	0.3669482827	2.600383253
912	0.3670272404	2.599971805
913	0.3671693644	2.59965416
914	0.367816818	2.599423947
915	0.3676273194	2.598711948
916	0.3675641532	2.598529887
917	0.3676431109	2.598262872
918	0.3676431109	2.598259177
919	0.3676589025	2.598256566
920	0.3677536518	2.597929172
921	0.368132649	2.597676327
922	0.3682589814	2.597631348
923	0.3682116068	2.597565771
924	0.3679431504	2.597333548
925	0.3679905251	2.596949248
926	0.3681010659	2.596796529
927	0.3680536913	2.596662911
928	0.3683063561	2.596259882
929	0.3684484801	2.59597631
930	0.3684326885	2.595362318
931	0.3685432294	2.595062841
932	0.3689853928	2.594114308
933	0.3694749309	2.593446616
934	0.3692854323	2.593063423
935	0.3693012238	2.593022691
936	0.3691590999	2.592738247
