iter	Accuracy	MultiClass
937	0.3692380576	2.592448044
938	0.3692380576	2.592444247
939	0.3697275957	2.59185432
940	0.3697275957	2.591755319
941	0.3700118437	2.591570323
942	0.3700276352	2.591566959
943	0.3697907619	2.591000818
944	0.3696802211	2.590846926
945	0.3695538887	2.590693065
946	0.3700434268	2.590230426
947	0.3702487169	2.589743493
948	0.370564548	2.589165418
949	0.3705487564	2.588805387
950	0.3707540466	2.588488991
951	0.3711172523	2.587883889
952	0.3711014607	2.587544832
953	0.3715909988	2.586995478
954	0.371654165	2.586630101
955	0.3716857481	2.586492415
956	0.3719699961	2.586115241
957	0.3721437031	2.585924208
958	0.3720805369	2.585543899
959	0.3723805764	2.585304546
960	0.3723805764	2.585299298
961	0.3723805764	2.585210301
962	0.3724121595	2.585111659
963	0.3724121595	2.585056205
964	0.3724437426	2.585008595
965	0.3725858666	2.584841545
966	0.3726806159	2.58417436
967	0.3727437821	2.58401747
968	0.3727279905	2.583988269
969	0.3729964469	2.583236
970	0.3729490722	2.582708669
971	0.3727753652	2.582644444
972	0.3728227398	2.582008233
973	0.3730122385	2.581841181
974	0.3729332807	2.581680786
975	0.3730122385	2.581641421
976	0.3734386103	2.581051076
977	0.3735017765	2.580811706
978	0.3735491512	2.580727448
979	0.3735017765	2.580580182
980	0.3735965259	2.580276115
981	0.3735333597	2.580221671
982	0.3739281484	2.579427947
983	0.3738176076	2.579375898
984	0.3741176471	2.579131054
985	0.37394394	2.578201351
986	0.3741334386	2.57798176
987	0.3743071457	2.577483798
988	0.3745124358	2.577026114
989	0.3746071852	2.57670367
990	0.3747335176	2.576518052
991	0.3752072641	2.575683862
992	0.3751440979	2.575212927
993	0.3752072641	2.575103439
994	0.3753335965	2.575044241
995	0.3754283458	2.574621835
996	0.3755546782	2.573937634
997	0.3759020924	2.572801303
998	0.3762968812	2.572362564
999	0.3763126727	2.572174731
1000	0.3764390051	2.57165786
1001	0.3765969206	2.57075179
1002	0.3770232925	2.570359868
1003	0.3772443743	2.569951955
1004	0.377639163	2.569059698
1005	0.3775128306	2.568882247
1006	0.3781760758	2.568235657
1007	0.3782076589	2.568092632
1008	0.3783971575	2.567860249
1009	0.378555073	2.567602074
1010	0.3785866561	2.567542747
1011	0.3786340308	2.567241391
1012	0.3787129886	2.566099241
1013	0.3787287801	2.565937157
1014	0.3787445717	2.56583496
1015	0.3787603632	2.565539581
1016	0.3789340703	2.565457057
1017	0.3792183182	2.564780863
1018	0.3795341492	2.564470205
1019	0.3796446901	2.564043788
1020	0.3795025661	2.563993555
1021	0.3795183577	2.563672731
1022	0.3795025661	2.563621046
1023	0.3796288985	2.56326807
1024	0.3796446901	2.562319417
1025	0.3796288985	2.562167394
1026	0.3796920647	2.562114025
1027	0.3802763522	2.561252855
1028	0.3808764311	2.560400248
1029	0.3809553889	2.560185925
1030	0.3810501382	2.559776686
1031	0.3810501382	2.559340645
1032	0.381302803	2.558905061
1033	0.3812712199	2.558840465
1034	0.3815238847	2.558482424
1035	0.3816502171	2.558417388
1036	0.382076589	2.557687203
1037	0.3820607975	2.557509617
1038	0.3822660876	2.556819618
1039	0.3822660876	2.556440103
1040	0.3827556257	2.555638034
1041	0.3827398342	2.555606511
1042	0.382850375	2.555441835
1043	0.3830714568	2.55495705
1044	0.3836873273	2.554655909
1045	0.3835136202	2.554025637
1046	0.3836873273	2.553813171
1047	0.3837504935	2.553207426
1048	0.3838768259	2.553114273
1049	0.3839715752	2.552722792
1050	0.3839873668	2.552395942
1051	0.3839873668	2.551882208
1052	0.3839399921	2.551875219
1053	0.3840979076	2.551426723
1054	0.3841610738	2.551115108
1055	0.3843979471	2.550500594
1056	0.3848874852	2.549540951
1057	0.3848874852	2.549099738
1058	0.3849822345	2.549048791
1059	0.3850138176	2.548778009
1060	0.3853138571	2.548474575
1061	0.3853770233	2.547718502
1062	0.3857560205	2.547446127
1063	0.3857718121	2.547310142
1064	0.3861350178	2.546810424
1065	0.3861666009	2.546766492
1066	0.3862139755	2.546583139
1067	0.3864350572	2.546413253
1068	0.3867982629	2.546129778
1069	0.3867035136	2.545687394
1070	0.3867982629	2.545125097
1071	0.3870509278	2.544226044
1072	0.3873193841	2.544024462
1073	0.3873035926	2.543867006
1074	0.3876352152	2.543296607
1075	0.3877299645	2.543159708
1076	0.3876667983	2.542439766
1077	0.3883142519	2.541346049
1078	0.3882826688	2.541202615
1079	0.3883142519	2.540764588
1080	0.3884879589	2.540650844
1081	0.3887090407	2.540180767
1082	0.3889301224	2.539391395
1083	0.3891669957	2.538947
1084	0.3890090801	2.538679968
1085	0.3889932886	2.537833924
1086	0.3887722069	2.537627726
1087	0.388977497	2.537467027
1088	0.389261745	2.537240383
1089	0.3893564943	2.536879586
1090	0.3894512436	2.536843622
1091	0.3898460324	2.535919834
1092	0.390177655	2.535534108
1093	0.3905566522	2.535107904
1094	0.3903197789	2.534951853
1095	0.3904303198	2.534892611
1096	0.3906671931	2.534377146
1097	0.390809317	2.534326219
1098	0.3905408606	2.534004128
1099	0.3905250691	2.533109429
1100	0.3908882748	2.532638162
1101	0.3909672325	2.532484403
1102	0.3913146467	2.531586365
1103	0.3913778129	2.531105485
1104	0.3917410186	2.530453202
1105	0.3917094355	2.53035624
1106	0.3919305172	2.529850068
1107	0.3924042637	2.529036502
1108	0.3926727201	2.528619251
1109	0.3925621792	2.528477785
1110	0.3926095539	2.527975301
1111	0.392641137	2.527849954
1112	0.3925779708	2.527732242
1113	0.3928148441	2.52760192
1114	0.3930043427	2.526998233
1115	0.3933675484	2.526515867
1116	0.3934622977	2.52611521
1117	0.3934622977	2.525779315
1118	0.3936044216	2.52533902
1119	0.3939518358	2.524729707
1120	0.3940465851	2.524346846
1121	0.3940939597	2.523963388
1122	0.3939992104	2.523923469
1123	0.394188709	2.523583349
1124	0.3942045006	2.523213537
1125	0.3942834583	2.523051067
1126	0.3942202921	2.522880531
1127	0.3941097513	2.522693614
1128	0.3943939992	2.522418962
1129	0.394472957	2.522085645
1130	0.3945519147	2.521790976
1131	0.3945361232	2.521414667
1132	0.3948045795	2.521097976
1133	0.3948677458	2.521051174
1134	0.3951362021	2.520346517
1135	0.3951993683	2.520112917
1136	0.3955941571	2.519726979
1137	0.3954836163	2.519598074
1138	0.3957520726	2.519160319
1139	0.3958784051	2.518813334
1140	0.395846822	2.518250444
1141	0.3960047375	2.517890911
1142	0.3962100276	2.517418219
1143	0.3960363206	2.517269167
1144	0.3962731938	2.516858196
1145	0.39633636	2.516798405
1146	0.3962731938	2.516411267
1147	0.3965258587	2.515772035
1148	0.3969522306	2.514638477
1149	0.3968258981	2.51379856
1150	0.3974259771	2.513030067
1151	0.3976154757	2.512462267
1152	0.3979313068	2.512084351
1153	0.3978681405	2.511946331
1154	0.3978207659	2.511441764
1155	0.3980260561	2.511299054
1156	0.3979470983	2.511260071
1157	0.3980102645	2.511101398
1158	0.3983576786	2.510399772
1159	0.3983418871	2.510395255
1160	0.3984366364	2.51031974
1161	0.3989893407	2.509599656
1162	0.3989103829	2.509027497
1163	0.3989261745	2.508897836
1164	0.3990209238	2.508840542
1165	0.3991472562	2.508560332
1166	0.3993209633	2.508014843
1167	0.399542045	2.507860205
1168	0.399857876	2.50728371
1169	0.4000947493	2.506925972
1170	0.4001737071	2.50683726
1171	0.4003316226	2.506516086
1172	0.4002368733	2.506266969
1173	0.4003947888	2.506010276
1174	0.4007579945	2.505184785
1175	0.4006632452	2.504933806
1176	0.4008053691	2.50476858
1177	0.4006948283	2.504008767
1178	0.4008053691	2.503676104
1179	0.4008843269	2.503367848
1180	0.4011843664	2.502694592
1181	0.4011685748	2.502506998
1182	0.4012949072	2.502360416
1183	0.4017528622	2.501669589
1184	0.4017844453	2.501606305
1185	0.4019423608	2.500814052
1186	0.4022424003	2.499976459
1187	0.4022424003	2.499776138
1188	0.4025424398	2.49933503
1189	0.402605606	2.499002602
1190	0.4025898144	2.49876959
1191	0.4030951441	2.497940262
1192	0.4030161863	2.497507788
1193	0.4029688117	2.497266515
1194	0.4031267272	2.496938995
1195	0.4031425188	2.49658495
1196	0.4037583893	2.495862737
1197	0.4039952625	2.49499382
1198	0.4040742203	2.494884528
1199	0.4042163443	2.49460999
1200	0.4042637189	2.494301882
1201	0.4041689696	2.494270531
1202	0.4043584682	2.494058877
1203	0.4045163837	2.493891858
1204	0.4043584682	2.493706682
1205	0.4043900513	2.493436714
1206	0.4045479668	2.493116022
1207	0.4049585472	2.492412046
1208	0.405069088	2.492233309
1209	0.4051796289	2.491948662
1210	0.4051796289	2.49149031
1211	0.4053217529	2.491378938
1212	0.4055112515	2.491307273
1213	0.4054796684	2.491161992
1214	0.4055428346	2.490961854
1215	0.4060323727	2.490588842
1216	0.4062218713	2.490297696
1217	0.406127122	2.490151225
1218	0.4063482037	2.489729438
1219	0.4068061587	2.489391134
1220	0.4066482432	2.489337526
1221	0.4062850375	2.489150303
1222	0.4064903277	2.488935417
1223	0.4066008685	2.488606532
1224	0.4069324911	2.487676497
1225	0.4071061982	2.487035403
1226	0.4074062377	2.48622603
1227	0.4074851954	2.486219499
1228	0.4074694039	2.485899084
1229	0.4076431109	2.485587069
1230	0.4077062771	2.485451683
1231	0.4080694828	2.485217524
1232	0.4078641927	2.485153415
1233	0.4078641927	2.484968272
1234	0.4078484011	2.484735339
1235	0.4078957758	2.484658456
1236	0.4081642321	2.484302472
1237	0.4081010659	2.483663498
1238	0.4079431504	2.483477665
1239	0.4081642321	2.483125211
1240	0.4083853139	2.482912243
1241	0.4082589814	2.482884245
1242	0.4081958152	2.482805538
1243	0.408132649	2.482765833
1244	0.4083379392	2.482041087
1245	0.4085590209	2.481861258
1246	0.4086379787	2.481698575
1247	0.4089222266	2.481407676
1248	0.4089538097	2.481168907
1249	0.408732728	2.480893864
1250	0.4086537702	2.480536601
1251	0.4087958942	2.480469783
1252	0.4089853928	2.480350579
1253	0.4089538097	2.47987603
1254	0.4092696407	2.479047037
1255	0.4092222661	2.478736994
1256	0.4091433083	2.478527801
1257	0.4091433083	2.478511297
1258	0.4092222661	2.478358299
1259	0.4091275168	2.478016595
1260	0.4092380576	2.47725222
1261	0.409190683	2.477212693
1262	0.4092380576	2.476795577
1263	0.4091590999	2.476611969
1264	0.4092696407	2.476504595
1265	0.4094275563	2.476351156
1266	0.4095854718	2.475799104
1267	0.4096012633	2.475416863
1268	0.4097118042	2.474771563
1269	0.410106593	2.474111165
1270	0.4101223845	2.473577453
1271	0.4104066325	2.47286224
1272	0.4107856297	2.472341558
1273	0.4111646269	2.471676254
1274	0.4114172917	2.471043284
1275	0.4117015397	2.470533087
1276	0.4123332017	2.469627795
1277	0.4123489933	2.469322666
1278	0.4125384919	2.469218222
1279	0.4125384919	2.469090534
1280	0.4124437426	2.469023353
1281	0.4124121595	2.468534875
1282	0.4125227004	2.468500809
1283	0.4125227004	2.468498029
1284	0.4125858666	2.468365362
1285	0.412570075	2.468362111
1286	0.4126174497	2.468303803
1287	0.4126806159	2.468245995
1288	0.412712199	2.467918481
1289	0.4128543229	2.467876278
1290	0.4129648638	2.467485542
1291	0.4133754441	2.466904832
1292	0.4132333202	2.466773801
1293	0.4134386103	2.466258508
1294	0.4135965259	2.466136588
1295	0.4136439005	2.466003109
1296	0.4141176471	2.465426332
1297	0.4141808133	2.464812537
1298	0.4141334386	2.464415206
1299	0.4146703514	2.463805699
1300	0.4146387683	2.463751605
1301	0.4147651007	2.463585616
1302	0.4150493486	2.462719867
1303	0.4150177655	2.462586675
1304	0.4155388867	2.461536743
1305	0.4155704698	2.460803508
1306	0.4156652191	2.46037104
1307	0.4155546782	2.460203479
1308	0.41577576	2.459949919
1309	0.4159968417	2.459819575
1310	0.4163284643	2.459182009
1311	0.4163126727	2.459177018
1312	0.4163126727	2.458838482
1313	0.4164547967	2.458394716
1314	0.4167548362	2.457745998
1315	0.4168811686	2.457241131
1316	0.4173391236	2.456564166
1317	0.4173549151	2.456106464
1318	0.4174180813	2.455532586
1319	0.4175444137	2.454933564
1320	0.4177023293	2.454596864
1321	0.4178602448	2.454029179
1322	0.4180339518	2.453715978
1323	0.4180339518	2.453536332
1324	0.4182076589	2.452859084
1325	0.4183339913	2.452659996
1326	0.4182550336	2.452577478
1327	0.4184445322	2.452374877
1328	0.4185866561	2.452007427
1329	0.4185866561	2.451973208
1330	0.4184919068	2.451950262
1331	0.4184603237	2.451481177
1332	0.4188709041	2.451106895
1333	0.4189498618	2.450235089
1334	0.4192499013	2.450060213
1335	0.4192814844	2.449644535
1336	0.4194078168	2.449264356
1337	0.4198183972	2.448885574
1338	0.4199921042	2.448479101
1339	0.4200236873	2.44809751
1340	0.420244769	2.447612418
1341	0.420529017	2.446934241
1342	0.4203553099	2.446785571
1343	0.4206237663	2.445875331
1344	0.4208764311	2.445098506
1345	0.4209711804	2.44476059
1346	0.4209238058	2.443932205
1347	0.4212554283	2.443368436
1348	0.4215712594	2.442642537
1349	0.4215554678	2.442443234
1350	0.4216975918	2.442300281
1351	0.4214765101	2.442151867
1352	0.421618634	2.441635885
1353	0.4217449664	2.441495251
1354	0.4219976313	2.441207664
1355	0.4217765495	2.44091131
1356	0.4218239242	2.440433436
1357	0.4219186735	2.440372496
1358	0.4221397552	2.439795789
1359	0.4221555468	2.439792002
1360	0.4221081721	2.439737834
1361	0.4220607975	2.439492073
1362	0.4221081721	2.43923877
1363	0.4224397947	2.438734165
1364	0.4227398342	2.438121856
1365	0.4227398342	2.438118216
1366	0.4227872088	2.437968099
1367	0.4227872088	2.43795516
1368	0.4225503356	2.43755114
1369	0.4229135413	2.437212478
1370	0.4230240821	2.437127934
1371	0.4232609554	2.436814729
1372	0.4232451638	2.436721314
1373	0.4232609554	2.436544269
1374	0.4235452033	2.435988764
1375	0.4234662456	2.435897556
1376	0.4234188709	2.435374614
1377	0.423450454	2.435165442
1378	0.4235136202	2.434983577
1379	0.4236557442	2.434397583
1380	0.4240189499	2.433875759
1381	0.4241452823	2.433321491
1382	0.4241926569	2.433040443
1383	0.4243347809	2.432953901
1384	0.4243189893	2.432594501
1385	0.4244926964	2.431958925
1386	0.424824319	2.43152547
1387	0.424824319	2.431470513
1388	0.4252348993	2.430773463
1389	0.42514015	2.430283792
1390	0.4252506909	2.429947212
1391	0.4253928148	2.429752401
1392	0.425282274	2.429580606
1393	0.4254875642	2.429361959
1394	0.4256296881	2.429318947
1395	0.4255665219	2.429050458
1396	0.4256454797	2.428622466
1397	0.4258823529	2.428085893
1398	0.4260402685	2.427450342
1399	0.4260718516	2.427446641
1400	0.4259613107	2.427247272
1401	0.425913936	2.426940858
1402	0.4260402685	2.426822815
1403	0.4260086854	2.426465253
1404	0.4261666009	2.425912631
1405	0.426198184	2.42577449
1406	0.4261508093	2.425649038
1407	0.4265455981	2.42539364
1408	0.4269088038	2.425026826
1409	0.4269245953	2.424913787
1410	0.4270035531	2.424576093
1411	0.4272404264	2.424124517
1412	0.4272088433	2.424035038
1413	0.4273825503	2.423474322
1414	0.4279352546	2.422102156
1415	0.428345835	2.4217552
1416	0.4284405843	2.421590777
1417	0.4282984603	2.421380957
1418	0.4283142519	2.42108944
1419	0.4283932096	2.421049383
1420	0.4286300829	2.42080939
1421	0.4285827083	2.42062466
1422	0.4284879589	2.420033584
1423	0.4284721674	2.419799351
1424	0.4285827083	2.419629003
1425	0.4287564153	2.419495894
1426	0.4287406238	2.41918809
1427	0.4290564548	2.41867983
1428	0.4292459534	2.418331774
1429	0.429435452	2.417989181
1430	0.4294986182	2.417840099
1431	0.4296407422	2.417546667
1432	0.4297039084	2.417195333
1433	0.4300197394	2.416726464
1434	0.4301302803	2.416623046
1435	0.4301934465	2.416589122
1436	0.4301934465	2.416450075
1437	0.430493486	2.41557423
1438	0.4308251086	2.414676211
1439	0.431267272	2.414214503
1440	0.431409396	2.413603258
1441	0.4316778523	2.413244867
1442	0.4318041848	2.413205397
1443	0.4315988946	2.412933673
1444	0.4319936834	2.41186771
1445	0.4320884327	2.411569802
1446	0.4323884722	2.411008424
1447	0.4324832215	2.410985174
1448	0.4322937229	2.410884064
1449	0.4325779708	2.410543836
1450	0.4328780103	2.409794953
1451	0.4329727596	2.409335043
1452	0.4330201342	2.409230054
1453	0.4331938413	2.408758742
1454	0.4330359258	2.408014921
1455	0.433099092	2.407759136
1456	0.4332096328	2.407235168
1457	0.432956968	2.406856757
1458	0.4335886301	2.405773552
1459	0.4339992104	2.405161025
1460	0.4339518358	2.405080055
1461	0.4341255428	2.404281419
1462	0.4341571259	2.403993356
1463	0.4347098302	2.403244656
1464	0.434788788	2.402973342
1465	0.4347414133	2.402852711
1466	0.4346940387	2.402382098
1467	0.435104619	2.401995996
1468	0.4352941176	2.401313331
1469	0.4354994078	2.400843603
1470	0.4354836163	2.400570371
1471	0.4356099487	2.400227976
1472	0.4354678247	2.399973661
1473	0.4354046585	2.399750685
1474	0.4356415318	2.399294351
1475	0.4358626135	2.398853779
1476	0.4359573628	2.39862965
1477	0.4359731544	2.398626792
1478	0.436162653	2.397884424
1479	0.4363837347	2.397627872
1480	0.43633636	2.397499922
1481	0.4362731938	2.397251061
1482	0.4365258587	2.396900697
1483	0.4368574812	2.396366542
1484	0.4370627714	2.395732371
1485	0.4370153968	2.395601051
1486	0.43725227	2.395365322
1487	0.4372838531	2.394984614
1488	0.4374101856	2.394587968
1489	0.4374417687	2.39380275
1490	0.4375838926	2.393338546
1491	0.4377418081	2.393172618
1492	0.4379155152	2.392954865
1493	0.4377733912	2.392831756
1494	0.4380576392	2.392317773
1495	0.4386103435	2.391499847
1496	0.4385787604	2.391255947
1497	0.4387840505	2.390767219
1498	0.4390367154	2.390487224
1499	0.4394630872	2.389868273
1500	0.439684169	2.389486841
1501	0.4395736281	2.389340975
1502	0.4399842084	2.389068994
1503	0.4400315831	2.388600625
1504	0.4401263324	2.387959541
1505	0.4400631662	2.387811723
1506	0.4402052902	2.387698941
1507	0.4401737071	2.387628662
1508	0.4401263324	2.386973085
1509	0.4403316226	2.38669137
1510	0.4402684564	2.386624627
1511	0.4406316621	2.386058824
1512	0.4405527043	2.385980649
1513	0.4406158705	2.385071727
1514	0.4406158705	2.384936415
1515	0.4407106198	2.384588005
1516	0.4408527438	2.38426736
1517	0.4409790762	2.384090904
1518	0.4409948677	2.383961074
1519	0.4411369917	2.383805577
1520	0.4414686143	2.383271577
1521	0.4420844848	2.382367563
1522	0.4421318595	2.381984547
1523	0.4423687327	2.381692771
1524	0.4424476905	2.381425955
1525	0.4427003553	2.381197943
1526	0.4430319779	2.380821238
1527	0.443205685	2.380333569
1528	0.4433004343	2.379658313
1529	0.4435688906	2.379132354
1530	0.44366364	2.379108007
1531	0.4435373075	2.378980011
1532	0.4434899329	2.378881721
1533	0.4435057244	2.378776567
1534	0.4438847217	2.377792512
1535	0.4435530991	2.377655488
1536	0.4438215555	2.377390013
1537	0.4440584287	2.376956853
1538	0.4443268851	2.375992787
1539	0.4442479274	2.375914785
1540	0.4444216344	2.375521171
1541	0.4446269246	2.375321932
1542	0.4446585077	2.374941866
1543	0.4445953415	2.37479296
1544	0.444611133	2.374624473
1545	0.4446742992	2.374500628
1546	0.4447216739	2.374102117
1547	0.4447216739	2.374099396
1548	0.4448795894	2.373726286
1549	0.4450848796	2.373087276
1550	0.4450217134	2.372851002
1551	0.445211212	2.372679894
1552	0.445211212	2.372602907
1553	0.4454165022	2.372222348
1554	0.4455428346	2.37212292
1555	0.445527043	2.372081293
1556	0.4456217923	2.371947808
1557	0.4457165417	2.371597156
1558	0.4460165811	2.371235224
1559	0.4462060797	2.370959678
1560	0.4461429135	2.370930489
1561	0.4465377023	2.370410063
1562	0.4466008685	2.370315382
1563	0.4467903672	2.370205444
1564	0.4471219897	2.369598143
1565	0.4469640742	2.368974419
1566	0.4469166996	2.368849994
1567	0.447043032	2.368179291
1568	0.4471693644	2.368030825
1569	0.4472799053	2.367896229
1570	0.4473114884	2.367741364
1571	0.447216739	2.367511114
1572	0.4474062377	2.366821807
1573	0.4475799447	2.366219783
1574	0.447816818	2.365864013
1575	0.4477536518	2.365667434
1576	0.4478957758	2.365134174
1577	0.4481010659	2.364874695
1578	0.4482116068	2.36418751
1579	0.4486063956	2.363433865
1580	0.4490169759	2.362866204
1581	0.4490327675	2.362559101
1582	0.4490169759	2.362157645
1583	0.4489064351	2.36206734
1584	0.4494117647	2.361488509
1585	0.4493959732	2.361388443
1586	0.4494749309	2.361118123
1587	0.449506514	2.360810993
1588	0.449506514	2.360803237
1589	0.4496960126	2.360433509
1590	0.4498381366	2.360320642
1591	0.449822345	2.360158415
1592	0.4498539281	2.359815796
1593	0.4500276352	2.359519654
1594	0.4499328859	2.35948997
1595	0.4501697592	2.359033692
1596	0.4501381761	2.358855966
1597	0.4504697987	2.358470696
1598	0.4504697987	2.35802217
1599	0.4505803395	2.357776596
1600	0.450880379	2.357581195
1601	0.4511172523	2.357077222
1602	0.4515278326	2.356724221
1603	0.4517804974	2.356246039
1604	0.4517173312	2.355732951
1605	0.4515909988	2.355438936
1606	0.4518278721	2.354959681
1607	0.4519699961	2.35491331
1608	0.4520805369	2.354283607
1609	0.4523332017	2.353705167
1610	0.4525227004	2.353505513
1611	0.4526016581	2.353211176
1612	0.4528543229	2.352677678
1613	0.4528385314	2.352620894
1614	0.4533754441	2.35172263
1615	0.4535807343	2.351231445
1616	0.4537544414	2.350748825
1617	0.4535965259	2.350630619
1618	0.4538333991	2.349927828
1619	0.4538176076	2.349485892
1620	0.4540702724	2.349027073
1621	0.4542439795	2.348859797
1622	0.4548440584	2.347839186
1623	0.4549388077	2.347812674
1624	0.4547651007	2.347479368
1625	0.4549072246	2.347331082
1626	0.4553967627	2.346669818
1627	0.4553651796	2.346163179
1628	0.4553809712	2.345852532
1629	0.455491512	2.345572715
1630	0.4553020134	2.344859862
1631	0.4554441374	2.344532729
1632	0.4556494276	2.344064417
1633	0.4558073431	2.343593444
1634	0.45577576	2.34344548
1635	0.4556810107	2.343177362
1636	0.455949467	2.342571529
1637	0.4559968417	2.342528386
1638	0.4559810501	2.342416209
1639	0.4559020924	2.342319134
1640	0.4558389262	2.342157959
1641	0.4559178839	2.341657785
1642	0.4559336755	2.34155242
1643	0.4558705093	2.341237469
1644	0.4558547177	2.340884773
1645	0.4562968812	2.340388108
1646	0.4563758389	2.340196435
1647	0.4562652981	2.339550581
1648	0.456865377	2.338540291
1649	0.4568969601	2.338192246
1650	0.4569601263	2.338027768
1651	0.4570548756	2.337647268
1652	0.4571654165	2.337378239
1653	0.4571180418	2.336953361
1654	0.4576233715	2.336066542
1655	0.4575128306	2.336039252
1656	0.4577181208	2.33563204
1657	0.4577970786	2.335436741
1658	0.4578286617	2.335140952
1659	0.4580655349	2.334894389
1660	0.4585392815	2.334405254
1661	0.4586656139	2.334249506
1662	0.4589498618	2.334141492
1663	0.4591077773	2.333970722
1664	0.459013028	2.33381918
1665	0.4593604422	2.333090227
1666	0.4592814844	2.332985674
1667	0.4593762337	2.332657416
1668	0.4596920647	2.332069669
1669	0.460244769	2.331541336
1670	0.4604974339	2.330934844
1671	0.4601500197	2.330229318
1672	0.4604658508	2.329620071
1673	0.4606711409	2.329307536
1674	0.4608132649	2.329149022
1675	0.4611133044	2.328456498
1676	0.4610975128	2.328384193
1677	0.4613343861	2.328111025
1678	0.4611922621	2.328029258
1679	0.4612238452	2.327910395
1680	0.4615870509	2.327289296
1681	0.4619818397	2.326873411
1682	0.4620923806	2.326609756
1683	0.4620450059	2.326522458
1684	0.4622345045	2.325926163
1685	0.4623292538	2.325316465
1686	0.4624871694	2.32524949
1687	0.4624240032	2.325065082
1688	0.4624082116	2.324888735
1689	0.4623450454	2.324497013
1690	0.4622976707	2.32425035
1691	0.462534544	2.324034046
1692	0.4627872088	2.323742781
1693	0.4628977497	2.323367072
1694	0.4630398737	2.323128816
1695	0.4630556652	2.323095407
1696	0.4632293723	2.32274273
1697	0.4635294118	2.322229952
1698	0.4635136202	2.322033284
1699	0.4634978287	2.321861447
1700	0.4633714962	2.321505045
1701	0.46330833	2.321286741
1702	0.463450454	2.320928028
1703	0.4635609949	2.320778227
1704	0.4637031188	2.319877633
1705	0.4637347019	2.319805952
1706	0.4638926174	2.319688072
1707	0.4640189499	2.31940224
1708	0.4640663245	2.319221887
1709	0.4644295302	2.318412345
1710	0.4646348204	2.318390399
1711	0.4645716542	2.31827046
1712	0.4647453612	2.317594539
1713	0.4650769838	2.317364778
1714	0.4650296092	2.317076069
1715	0.46514015	2.316961118
1716	0.46514015	2.316772595
1717	0.4654243979	2.316103217
1718	0.4655191473	2.315754599
1719	0.4658507698	2.315483678
1720	0.4657560205	2.315118012
1721	0.4658823529	2.314966984
1722	0.465913936	2.314295115
1723	0.4662455586	2.313510744
1724	0.4661508093	2.313226659
1725	0.4662929333	2.313122143
1726	0.4663087248	2.312820406
1727	0.4664982235	2.31266558
1728	0.4662297671	2.312242429
1729	0.4661508093	2.311951941
1730	0.4661508093	2.311929029
1731	0.4663560995	2.311526373
1732	0.4667666798	2.311170603
1733	0.4668772207	2.310725625
1734	0.4672720095	2.309881531
1735	0.4672720095	2.309459653
1736	0.4675088827	2.309301925
1737	0.4679352546	2.308552385
1738	0.4679194631	2.30854808
1739	0.4679194631	2.308516719
1740	0.4680300039	2.308047762
1741	0.4681879195	2.307821511
1742	0.4682195026	2.307657513
1743	0.4680300039	2.307362285
1744	0.4681247533	2.307242773
1745	0.4680773786	2.307080558
1746	0.4681721279	2.30657526
1747	0.4679984208	2.306456565
1748	0.4682668772	2.306288872
1749	0.4682984603	2.305979487
1750	0.4684405843	2.305733726
1751	0.4684090012	2.305728733
1752	0.468519542	2.305290405
1753	0.4687722069	2.304624631
1754	0.4690406632	2.304066491
1755	0.4689143308	2.303769475
1756	0.4692459534	2.303623278
1757	0.4697670746	2.3031438
1758	0.4701618634	2.302743326
1759	0.4701934465	2.302295668
1760	0.4700829056	2.301753793
1761	0.4701934465	2.301370376
1762	0.4702881958	2.30125634
1763	0.4702408212	2.300979899
1764	0.4702092381	2.300832744
1765	0.4704303198	2.300570407
1766	0.4705724437	2.300211735
1767	0.4707461508	2.300028183
1768	0.4708566917	2.299824986
1769	0.4709040663	2.299597752
1770	0.4711567311	2.299384869
1771	0.4711093565	2.299061451
1772	0.4715673115	2.297955584
1773	0.4715199368	2.297690162
1774	0.4716304777	2.297391092
1775	0.4718515594	2.297073984
1776	0.4722463482	2.29620403
1777	0.4724358468	2.295939768
1778	0.4724516384	2.29534604
1779	0.4731938413	2.294021176
1780	0.4732727991	2.293874613
1781	0.4736202132	2.293501918
1782	0.473730754	2.292988458
1783	0.4741097513	2.292262944
1784	0.4741097513	2.291975459
1785	0.4740939597	2.291849734
1786	0.474015002	2.291567206
1787	0.4742360837	2.29107431
1788	0.4746150809	2.290539612
1789	0.4747729964	2.29041192
1790	0.4749467035	2.290023982
1791	0.4750730359	2.289740482
1792	0.4750256613	2.289525669
1793	0.4751993683	2.289395247
1794	0.4751362021	2.288948482
1795	0.475388867	2.288796743
1796	0.4754204501	2.288572671
1797	0.4754520332	2.288035168
1798	0.4754994078	2.287680803
1799	0.4756415318	2.287453315
1800	0.4757678642	2.287235485
1801	0.4759731544	2.286913693
1802	0.4761784445	2.28614579
1803	0.4761784445	2.285904546
1804	0.4761310699	2.285867354
1805	0.4766363995	2.285098925
1806	0.4765100671	2.284891226
1807	0.4763995263	2.284544068
1808	0.4762100276	2.284388966
1809	0.4767153573	2.283608852
1810	0.4771417292	2.283176027
1811	0.4773628109	2.282924693
1812	0.4775523095	2.282260486
1813	0.4777260166	2.281799655
1814	0.4776470588	2.281609088
1815	0.4776786419	2.281368208
1816	0.4778365574	2.28084769
1817	0.4781208054	2.2805363
1818	0.4782471378	2.280360909
1819	0.4784840111	2.279857335
